Firm;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004
MN;2459176.39541991;2543829.4147563;2246656.77522532;2706691.71104071;2327766.57225306;2412839.07489351;2715205.5546857;2810245.57952563;2974677.90287282;2898765.71419688;2921679.97653498;3431861.8144875;3390868.21769998;4056554.3571185;3163272.42849651;3510077.02625289;3115611.69481677;4841771.63312001;4878576.44811032;4890761.26652782;4772123.87080846;5396001.83695311;5445170.15657876;3880519.23232875;5293020.82969766;5481626.98730738;5186137.70953732;4891247.6352298;3211270.14494648;4914571.92920052;5254361.68876259;5107933.29851602;5591901.43090606;3458529.46275369;6090901.16686361;5530321.89013918;5996343.4363242;6093360.47268437;6976990.05062086;6800399.15645119;6820190.728822;6011126.33416172;6888291.62613979;6468822.43551539;6730527.57214908
MO;1841572.72308813;1803872.12703576;1679436.75658765;1911743.29278886;1741590.65038669;1997086.02477484;1814666.69767227;1833473.6634838;2212404.86979388;1872384.93963311;1803425.19033335;2390058.43658599;2261402.12782647;2294885.63349021;1805770.75678083;2098069.58107913;1929162.13721074;2633819.74580049;2509621.52586874;2986412.18698063;2250803.78195739;3053618.01140962;2912720.5065205;1850300.86612742;2414150.27065955;3195804.34124688;2894934.17260863;2787629.95556236;2265783.69015815;2694328.06551531;2648645.01951401;2658426.7512561;3346103.32178177;2475193.12578911;3214629.04049516;2491276.52016439;3324608.71357671;3382553.34245346;3295136.22420133;2981542.2295272;3562731.40738038;3660319.61114976;3317993.79627237;3327620.94144473;4329128.47185036
MS;968899.309322464;1045763.95594876;1025926.34159869;1246372.06916219;1296805.59667884;1190626.9622258;1081697.10828843;952424.156954458;1142830.11086962;1103124.25264023;1122490.07587964;1235232.8367214;1183996.82199656;1298633.60140064;1077784.51174607;1141527.81187046;1244436.81948604;1328629.75455653;1338935.41880664;1543327.2397651;1147645.34622768;1540093.51583084;1714192.36436065;1245079.85830704;1513481.49125348;1593051.90679545;1098325.489807;1406510.12186724;1433232.79517408;1280850.7385151;1400147.42586282;1502124.38381629;1846781.65799334;1380729.14788997;1539248.6691604;1495970.18495771;1624856.84592724;1615287.63283844;1472109.75693145;1438525.41577125;1083128.55690352;1518428.24018495;1574644.25372334;2167171.54208561;1621579.88127422
MT;713835.358328309;548184.407996851;790914.051339735;846127.136476569;849074.374285026;923933.381683366;914188.298345153;978852.102916466;1001969.02896438;955960.944147523;903370.939928917;1001042.11117679;983440.689355699;955581.973620254;1001556.39253425;1208685.08626137;1245275.18983976;1090422.51285129;1244031.52096714;1029289.79113731;1042072.24290944;1357341.52707971;1470867.79857421;1201540.64505475;971448.660611731;578470.214133922;1254700.68691978;1349193.56938496;655266.777170181;1219220.15425491;1195368.5243247;1388888.97924634;1192096.97280371;1488458.3958394;1312313.94024984;1502179.95384094;1361412.94883487;1476905.82741353;1384685.06276689;1338868.97484439;1110255.11055515;1042519.26749243;1081700.88175136;1223474.06024704;1394595.34153654
NC;2478166.80666935;2444518.49634786;2565721.65247258;2636598.38586465;2737321.47431423;2383660.0645915;2273635.37843475;2557142.87554442;2209471.64777162;2367685.45270658;2446290.39223807;2436288.20465025;2395191.37661028;2755741.31882302;2682189.62498773;2871797.87789857;2918601.02139361;2481178.96925965;2907480.98943439;2677625.42102108;2658652.17215336;3035291.29065017;2950011.5281929;2291587.55769945;2772485.91359825;2581358.57627788;2196670.65840705;2209729.80170133;2451980.77349668;2505561.07778903;2699004.25198697;2935204.84420731;2940540.76618937;2769977.46526222;3157869.25926302;3020624.50156132;3034808.79374136;3304669.97141445;3123885.41048907;2751391.23460412;2874689.4695942;2990576.75071217;2743770.84042317;2844906.33718975;3124506.33844654
ND;1331994.90513657;839246.571016076;1632856.2600272;1432963.63119118;1466693.20029447;1686633.30882677;1553362.78655581;1566577.35450723;1827905.10712519;1855213.03029391;1500367.77852057;2324460.47003498;1929324.19945199;1991707.70908234;1710671.52296664;2074326.68807827;2149999.51010118;2111385.58066629;2728288.34713433;2542939.93172489;1909660.76764477;3165274.79632574;3089392.71617457;2537851.76546085;2869051.13226609;3173911.33783538;3237594.4864343;2991939.75404519;1352760.13855199;2207208.68014739;3074566.97744096;3019587.84665798;3807582.05501577;2836874.73413679;3258950.93492427;2879027.00857374;3553409.53978406;3018975.426223;3482066.70288164;3255011.92440537;3812973.12149085;3602711.05745785;3348259.00458344;4241472.50907523;3701487.14023391
NE;2148525.43903602;1875326.09344872;2011649.85338571;1965073.23680861;1773003.43147968;1928387.55185892;2454082.92166526;2344757.92143862;2266142.79989858;2762175.12435336;2356379.70994984;2866110.26997045;3133754.5798399;3368824.33764401;2569477.49543145;3064129.88246889;3006239.26308305;3792386.6320905;4014620.43471926;4333215.8082064;3679211.7674673;4571171.84958013;4360156.71408822;3114669.4565762;4318799.85733105;5019599.45384063;4751986.41197959;4347253.35270959;4147377.53175971;4234532.98465459;4750152.38539901;4781340.74126939;5268644.73301873;4146986.36625002;5672229.94325217;4415299.59534226;5727093.16987592;5506435.89142043;6092560.77455598;5973240.59981511;5248469.78764838;6139629.25824746;4974971.3379657;5881299.39840308;6525605.69167303
NH;52748.5355215029;51752.683994557;54479.4978583732;50569.6910172984;45291.6563950987;45228.1976006278;50522.9954026224;52336.0023218627;50363.8272973078;48144.4802294438;51800.4761858237;55644.9899962835;51502.9065206118;48959.9478646393;52476.0890569214;57233.9386480988;57818.0439228664;57904.0817103677;55771.1022858104;59773.1248977959;61246.331024123;67654.4311423738;67376.5252631344;71015.119114154;69903.0324382714;71385.571183239;71988.8948636345;68884.3191569124;68326.6423022639;62957.5166480433;63735.5206316441;66191.9265813611;69006.0452229259;68959.4973373218;75967.5099203451;70894.3982096726;73865.0391120549;77256.6117138474;72846.6455587369;74102.7514547108;74931.0010366741;73464.7776874724;74420.1986259557;76872.3345247537;83524.4919039423
NJ;494693.241114577;461731.285389615;480826.082065315;452481.239199029;433813.220267911;461737.417618352;418626.173416656;438121.205210725;421419.533452433;410710.958030834;407004.02220689;394851.80367406;335287.968326147;374908.908460794;409790.835568253;398214.636164033;411123.252432505;402789.038175826;430591.266142138;428454.281731691;427924.349584396;475168.829096173;491039.298619115;459143.884718786;507817.883754876;549990.79053252;510376.34609841;523331.750022912;512347.841163482;515520.218126355;521052.126755952;536386.935181321;526884.748944559;552068.140998409;622975.456938354;589104.629082475;594996.347590711;591274.738640969;592132.733295691;538895.514492156;629595.713885761;616086.996254967;612972.316036766;607657.807201387;624207.209907344
NM;289752.365067322;284897.051587296;303484.57686484;299066.598525452;276527.889473017;272702.444098302;314306.384158873;288672.286327548;309749.737554435;300609.712888095;278584.096528211;281560.313504767;287251.159822989;324683.195153659;238932.043709536;304312.883342008;286491.264881241;357477.26144782;321600.999026788;345407.061438843;329713.789345861;382746.450853566;412010.425216497;379185.413679252;412356.296305234;454936.854428804;394863.822688624;412030.820154665;399740.856282823;421678.317900984;421459.814062504;436420.662177901;484641.471237653;475462.416923873;447905.551904755;447530.688238343;476476.899846327;517732.776854258;502437.658578188;556142.217607398;530080.557251283;565529.752453311;541076.109411782;508394.295719414;519644.778413787
