"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12"
"1" 2 0.526315789473684 3 0.701754385964912 0.952404862293878 0.954398533485757 0.5 0.666666666666667 0.95 0.995471802967316 0 0.852835390269902
"2" 2 0.526315789473684 3 0.701754385964912 0.951177095895439 0.958355994080441 0.5 0.666666666666667 0.95 0.990847275693337 0 0.859834404305007
"3" 2 0.526315789473684 3 0.701754385964912 0.953885028545551 0.954937382397048 0.5 0.666666666666667 0.95 0.991828225216285 0 0.862963156846265
"4" 2 0.526315789473684 3 0.701754385964912 0.949981366792098 0.959257558736142 0.5 0.666666666666667 0.95 0.995912947653327 0 0.850475338877623
"5" 2 0.526315789473684 3 0.701754385964912 0.962535570508528 0.96958901937274 0.5 0.666666666666667 0.95 0.997133089981941 0 0.869340771807419
"6" 2 0.526315789473684 3 0.701754385964912 0.951014683191969 0.961430366063659 0.5 0.666666666666667 0.95 0.996931768705142 0 0.849188976409443
"7" 2 0.526315789473684 3 0.701754385964912 0.954372160924681 0.955911458477395 0.5 0.666666666666667 0.95 0.993386174036865 0 0.86017747007686
"8" 2 0.526315789473684 3 0.701754385964912 0.957612072927618 0.965167424239314 0.5 0.666666666666667 0.95 0.997768319989192 0 0.85430391103178
"9" 2 0.526315789473684 3 0.701754385964912 0.961872416978006 0.957820319728419 0.5 0.666666666666667 0.95 0.995869177045705 0 0.859436866531348
"10" 2 0.526315789473684 3 0.701754385964912 0.95659452453654 0.965876093374809 0.5 0.666666666666667 0.95 0.997765169157481 0 0.855356844751208
"11" 2 0.526315789473684 3 0.701754385964912 0.953809960544723 0.956082705728314 0.5 0.666666666666667 0.95 0.996455374219569 0 0.85471380960283
"12" 3 0.545296121595077 3 0.701754385964912 0.928718840440892 0.963381070162531 0.666666666666667 0.666666666666667 0.95 0.99154563689138 0 0.853374841711711
"13" 3 0.547078072906613 3 0.701754385964912 0.934911384328784 0.966637603402393 0.666666666666667 0.666666666666667 0.95 0.994555866860459 0 0.862867646520937
"14" 2 0.526315789473684 3 0.701754385964912 0.959302391182644 0.966298787910526 0.5 0.666666666666667 0.95 0.994746682891564 0 0.867749086658098
"15" 2 0.526315789473684 4 0.732227914474524 0.960083799759117 0.954938806852289 0.5 0.75 0.95 0.992920547207539 0 0.851077007838173
"16" 2 0.526315789473684 3 0.701754385964912 0.960862063132561 0.966319701345764 0.5 0.666666666666667 0.95 0.995025712581254 0 0.861488492093016
"17" 3 0.555456639772012 4 0.71084139801442 0.934883371434419 0.956982422639487 0.666666666666667 0.75 0.95 0.998106988677659 0 0.855885502767228
"18" 3 0.530424868677445 3 0.701754385964912 0.924197455333672 0.963756789576859 0.666666666666667 0.666666666666667 0.95 0.994454678699624 0 0.844835973023978
"19" 3 0.545643101133213 4 0.706585118220777 0.939443897176059 0.959837740167485 0.666666666666667 0.75 0.95 0.997017944185296 0 0.870302476338691
"20" 3 0.538998849612446 3 0.701754385964912 0.921642461278589 0.957428121413704 0.666666666666667 0.666666666666667 0.95 0.990676752597248 0 0.840928121253001
"21" 3 0.564884004614116 3 0.701754385964912 0.928689904087063 0.961541592865999 0.666666666666667 0.666666666666667 0.95 0.990990801729899 0 0.847808527799508
"22" 3 0.537766264398935 3 0.701754385964912 0.906688696685836 0.948971633265599 0.666666666666667 0.666666666666667 0.95 0.982196397081494 0 0.818842460360557
"23" 2 0.526315789473684 3 0.701754385964912 0.926155627613012 0.932705168040488 0.5 0.666666666666667 0.95 0.977042519269075 0 0.805983122162589
"24" 2 0.526315789473684 3 0.701754385964912 0.917191120129096 0.922574967801578 0.5 0.666666666666667 0.95 0.970148803541063 0 0.783729144438098
"25" 2 0.526315789473684 3 0.69223987376512 0.906364388210865 0.894362188735503 0.5 0.666666666666667 0.95 0.956976304082669 0 0.753525271899963
"26" 3 0.538221548288556 3 0.683602702176662 0.860694627578464 0.893429584196401 0.666666666666667 0.666666666666667 0.95 0.964671636837219 0 0.739505198530288
"27" 2 0.526315789473684 3 0.674956456956704 0.934245686874471 0.929477919695756 0.5 0.666666666666667 0.95 0.990434460410192 0 0.802900999066163
"28" 2 0.526315789473684 3 0.701754385964912 0.930545831643317 0.939368295655601 0.5 0.666666666666667 0.95 0.978274992619542 0 0.797182333919262
"29" 2 0.526315789473684 3 0.696364201931868 0.904497750361275 0.898256621903454 0.5 0.666666666666667 0.95 0.958378337543469 0 0.760372318416158
"30" 3 0.53587696702719 3 0.701754385964912 0.9004133618134 0.945246053781367 0.666666666666667 0.666666666666667 0.95 0.981357879100637 0 0.806954732657399
"31" 2 0.526315789473684 3 0.701754385964912 0.938097970824858 0.943544388002862 0.5 0.666666666666667 0.95 0.978331355409824 0 0.823895651547606
"32" 2 0.526315789473684 3 0.701754385964912 0.936105245830358 0.942881147088487 0.5 0.666666666666667 0.95 0.979940020152324 0 0.818324347501495
"33" 2 0.526315789473684 3 0.701754385964912 0.929125080488673 0.95540603437604 0.5 0.666666666666667 0.95 0.983272485399017 0 0.813328503338762
"34" 2 0.526315789473684 3 0.701754385964912 0.932137292809449 0.945284172252159 0.5 0.666666666666667 0.95 0.989014859903352 0 0.819946165734788
"35" 3 0.532393422672078 3 0.701754385964912 0.894705469553041 0.941200904640246 0.666666666666667 0.666666666666667 0.95 0.979838245810293 0 0.797777555510058
"36" 3 0.527386682195862 3 0.701754385964912 0.899226039127832 0.936915615921801 0.666666666666667 0.666666666666667 0.95 0.978135877808404 0 0.811170970752454
"37" 2 0.526315789473684 3 0.701754385964912 0.941474272683108 0.940520271118018 0.5 0.666666666666667 0.95 0.984425901344159 0 0.827163457126429
"38" 3 0.567112575853544 3 0.701754385964912 0.89782028682394 0.930100922303775 0.666666666666667 0.666666666666667 0.95 0.972461911362967 0 0.800034577198197
"39" 3 0.540871940172643 3 0.701754385964912 0.901181625108291 0.928741154443646 0.666666666666667 0.666666666666667 0.95 0.973288200725053 0 0.816237081601827
"40" 3 0.550931087792863 3 0.695242932772903 0.891277245105334 0.915846623307069 0.666666666666667 0.666666666666667 0.95 0.967732119230082 0 0.797480133295498
"41" 3 0.54074462286214 3 0.701754385964912 0.88637238776068 0.931728790401574 0.666666666666667 0.666666666666667 0.95 0.96896451884073 0 0.789125293887557
"42" 3 0.559023048049858 3 0.701754385964912 0.884596044943224 0.919438511804974 0.666666666666667 0.666666666666667 0.95 0.970045240641531 0 0.77627276495902
"43" 3 0.547884225713507 3 0.701754385964912 0.890465601590617 0.924068741871969 0.666666666666667 0.666666666666667 0.95 0.971322269113655 0 0.792481644385083
"44" 2 0.526315789473684 3 0.701754385964912 0.922380724919854 0.92433787165309 0.5 0.666666666666667 0.95 0.973503545028881 0 0.795920467430507
"45" 3 0.559919488799188 3 0.701754385964912 0.908665683334986 0.937798935306843 0.666666666666667 0.666666666666667 0.95 0.980220903745185 0 0.817625154583397
