"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12"
"20" 3 0.575955365869202 3 0.701754385964912 0.967754976786466 0.979720299336081 0.666666666666667 0.666666666666667 0.95 0.999431651255668 0 0.924730377098214
"21" 3 0.634854979916776 4 0.768430450399199 0.972661060709552 0.982662050665213 0.666666666666667 0.75 0.95 1 0 0.92512854403925
"22" 3 0.701754385964912 4 0.789473684210526 0.987123765863812 0.99249103273064 0.666666666666667 0.75 0.95 1 0 0.952713269573781
"23" 3 0.652435181394259 4 0.741374165902817 0.967159402283191 0.975563041705914 0.666666666666667 0.75 0.95 1 0 0.905512307463829
"24" 3 0.591952517423564 4 0.708577281840865 0.951264117616669 0.965193405369499 0.666666666666667 0.75 0.95 1 0 0.880563207802166
"25" 3 0.57103295668283 3 0.701754385964912 0.947403908768486 0.97726113134416 0.666666666666667 0.666666666666667 0.95 0.999218522043796 0 0.878429258433633
"26" 3 0.56166205985448 3 0.701754385964912 0.931655305061436 0.956654229308615 0.666666666666667 0.666666666666667 0.95 0.996034710242209 0 0.849163086126349
"27" 3 0.553353691314617 3 0.701754385964912 0.959179651452763 0.981072969992277 0.666666666666667 0.666666666666667 0.95 1 0 0.908606994497763
"28" 3 0.567651456932636 4 0.709246687805241 0.952067291565625 0.967728461803627 0.666666666666667 0.75 0.95 0.999887292941394 0 0.889282082995495
"29" 2 0.526315789473684 3 0.534163181546482 0.907094893901244 0.882682793196362 0.5 0.666666666666667 0.95 0.984403609602264 0 0.766042131126617
"30" 3 0.537039615067823 3 0.701754385964912 0.935702521829543 0.961572720551607 0.666666666666667 0.666666666666667 0.95 0.997330399966846 0 0.864213441922302
"31" 3 0.551187251014581 3 0.701754385964912 0.954437025813105 0.974645232722439 0.666666666666667 0.666666666666667 0.95 1 0 0.898481105338709
"32" 3 0.54739612422368 3 0.701754385964912 0.949009081284077 0.97323841067444 0.666666666666667 0.666666666666667 0.95 0.999599741490935 0 0.887822836973527
"33" 3 0.596371386044519 4 0.738420357802765 0.954935709715423 0.97079518022027 0.666666666666667 0.75 0.95 1 0 0.888352092179601
"34" 3 0.534324944599066 3 0.701754385964912 0.943504607128016 0.970462971204372 0.666666666666667 0.666666666666667 0.95 0.998903647643592 0 0.879938631430991
"35" 2 0.526315789473684 3 0.701754385964912 0.971367029188273 0.973564457914395 0.5 0.666666666666667 0.95 0.99824668119835 0 0.890573361537386
"36" 3 0.583857775183627 3 0.701754385964912 0.947978497804725 0.978610199715159 0.666666666666667 0.666666666666667 0.95 0.996896691672505 0 0.879345068812399
"37" 2 0.526315789473684 3 0.645861652301477 0.953836543865651 0.937730495984912 0.5 0.666666666666667 0.95 0.994924141605003 0 0.833423287512862
"38" 3 0.590652977142336 3 0.701754385964912 0.945368650167861 0.971128041297927 0.666666666666667 0.666666666666667 0.95 0.996085974884613 0 0.872187859386686
"39" 3 0.559971549204046 3 0.701754385964912 0.939313563770607 0.967825146918406 0.666666666666667 0.666666666666667 0.95 1 0 0.862085198991977
"40" 3 0.570521267102623 3 0.701754385964912 0.935914707915687 0.957024198633466 0.666666666666667 0.666666666666667 0.95 0.996094463526889 0 0.85597167978574
"41" 2 0.526315789473684 3 0.701754385964912 0.957656292891896 0.950649614348694 0.5 0.666666666666667 0.95 0.996710210395753 0 0.84072755332481
"42" 2 0.526315789473684 3 0.656966953445253 0.951549381389456 0.944797069099896 0.5 0.666666666666667 0.95 0.997787138656951 0 0.843312022952325
"43" 2 0.526315789473684 3 0.655148132169974 0.969493516272515 0.954028352393539 0.5 0.666666666666667 0.95 0.998431285956863 0 0.869671845439032
"44" 2 0.526315789473684 3 0.662822271562308 0.960840517872058 0.953856008253044 0.5 0.666666666666667 0.95 0.998215040482434 0 0.866655247269145
"45" 2 0.526315789473684 3 0.639563128157277 0.962078862824865 0.952888408522885 0.5 0.666666666666667 0.95 0.999454458794376 0 0.8702610995428
