"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12"
"1" 2 0.526315789473684 2 0.526315789473684 0.954609740498253 0.957273708755604 0.5 0.5 0.95 0.979210965724397 0 0.88934543247894
"2" 2 0.526315789473684 2 0.526315789473684 0.941550731342585 0.942098493190839 0.5 0.5 0.95 0.96699596411462 0 0.871686108204129
"3" 2 0.526315789473684 2 0.526315789473684 0.952484599707022 0.954140904227818 0.5 0.5 0.95 0.978359662532502 0 0.901422426699107
"4" 2 0.526315789473684 2 0.526315789473684 0.948545051424639 0.949607638273505 0.5 0.5 0.95 0.969879346270383 0 0.894699280388016
"5" 2 0.526315789473684 3 0.55413000376405 0.955777247256949 0.942494891116624 0.5 0.666666666666667 0.95 0.972254553316737 0 0.90550939788725
"6" 2 0.526315789473684 2 0.526315789473684 0.954407892177392 0.955054055063905 0.5 0.5 0.95 0.977764866464489 0 0.898026005513616
"7" 2 0.526315789473684 2 0.526315789473684 0.949308127349339 0.949566527458684 0.5 0.5 0.95 0.970395356459381 0 0.892691850444561
"8" 2 0.526315789473684 2 0.526315789473684 0.921108943734141 0.923989760445604 0.5 0.5 0.95 0.955892214581514 0 0.858218906558394
"9" 2 0.526315789473684 2 0.526315789473684 0.924197590636987 0.924596417575314 0.5 0.5 0.95 0.954590041172171 0 0.868706056937162
"10" 2 0.526315789473684 2 0.526315789473684 0.923132965429683 0.926879597836829 0.5 0.5 0.95 0.952252430149815 0 0.863609244463137
"11" 2 0.526315789473684 2 0.526315789473684 0.917711019070831 0.921083982608471 0.5 0.5 0.95 0.951362969126855 0 0.862987264420639
"12" 2 0.526315789473684 2 0.526315789473684 0.926975807663029 0.928553895189284 0.5 0.5 0.95 0.954835522647246 0 0.868659991321949
"13" 2 0.526315789473684 2 0.526315789473684 0.927152279787461 0.929643847557304 0.5 0.5 0.95 0.954657665118258 0 0.872145098394949
"14" 2 0.526315789473684 2 0.526315789473684 0.943669481716923 0.945859508246778 0.5 0.5 0.95 0.973445700134314 0 0.880455638363808
"15" 2 0.526315789473684 2 0.526315789473684 0.946536197338935 0.948175848676666 0.5 0.5 0.95 0.980088370485214 0 0.880343017243182
"16" 2 0.526315789473684 2 0.526315789473684 0.952491784128538 0.95544032439867 0.5 0.5 0.95 0.981717613501491 0 0.905972139824956
"17" 2 0.526315789473684 2 0.526315789473684 0.943366983534072 0.944155458114149 0.5 0.5 0.95 0.968470917324201 0 0.900017721853788
"18" 2 0.526315789473684 2 0.526315789473684 0.951130451535931 0.953061754399637 0.5 0.5 0.95 0.973289144750836 0 0.902999152964932
"19" 2 0.526315789473684 2 0.526315789473684 0.946457800712286 0.948476575762578 0.5 0.5 0.95 0.970070019799671 0 0.905518086056766
"20" 2 0.526315789473684 2 0.526315789473684 0.932029976300214 0.933170483103262 0.5 0.5 0.95 0.955298689346365 0 0.891275904775839
"21" 2 0.526315789473684 2 0.526315789473684 0.93854390024775 0.939040976476485 0.5 0.5 0.95 0.973480659143107 0 0.890638469126446
"22" 2 0.526315789473684 2 0.526315789473684 0.9573640929883 0.958996097008011 0.5 0.5 0.95 0.976029556012284 0 0.922247170359543
"23" 2 0.526315789473684 2 0.526315789473684 0.929266626178735 0.931590767983188 0.5 0.5 0.95 0.963533435255344 0 0.874715458406492
"24" 2 0.526315789473684 2 0.526315789473684 0.914538867258989 0.91595660846291 0.5 0.5 0.95 0.9636432740356 0 0.849251648366713
"25" 2 0.526315789473684 2 0.526315789473684 0.897594245995213 0.900030045979855 0.5 0.5 0.95 0.94274706686295 0 0.844461015114027
"26" 2 0.526315789473684 2 0.526315789473684 0.859405077317017 0.861315820544496 0.5 0.5 0.95 0.925927948512819 0 0.781443072403863
"27" 2 0.496676676748449 2 0.51064744342976 0.919503631781616 0.920759524997655 0.5 0.5 0.95 0.964749562915219 0 0.874855196722714
"28" 2 0.516282850598176 2 0.526315789473684 0.911591490453995 0.913966827253881 0.5 0.5 0.95 0.963701890936928 0 0.855972817143753
"29" 2 0.526315789473684 2 0.526315789473684 0.77175992730814 0.776340415463174 0.5 0.5 0.95 0.818696170865616 0 0.711535638067135
"30" 2 0.526315789473684 2 0.526315789473684 0.885431202170103 0.885555898444126 0.5 0.5 0.95 0.925112330926369 0 0.826167857286153
"31" 2 0.526315789473684 2 0.526315789473684 0.920841241450514 0.923140566505591 0.5 0.5 0.95 0.954290776879932 0 0.869702957580048
"32" 2 0.526315789473684 2 0.526315789473684 0.91678664087232 0.918055538421882 0.5 0.5 0.95 0.953329595770048 0 0.861233186427484
"33" 2 0.526315789473684 2 0.526315789473684 0.917576209699379 0.919204853559857 0.5 0.5 0.95 0.956313914179543 0 0.856882865010457
"34" 2 0.526315789473684 2 0.526315789473684 0.913287990894127 0.91575627493691 0.5 0.5 0.95 0.949970445430126 0 0.855610382899141
"35" 2 0.514003113196587 2 0.519950028798835 0.904876041276627 0.905394461467102 0.5 0.5 0.95 0.947242641961494 0 0.860068008058942
"36" 2 0.526315789473684 2 0.526315789473684 0.913174765878212 0.914126934220721 0.5 0.5 0.95 0.957111728158077 0 0.858661072825332
"37" 2 0.526315789473684 2 0.526315789473684 0.862069357403088 0.865053555643554 0.5 0.5 0.95 0.921432623144013 0 0.789726819037211
"38" 2 0.526315789473684 2 0.526315789473684 0.911216263372742 0.915738836442754 0.5 0.5 0.95 0.949087267183957 0 0.840294893146689
"39" 2 0.526315789473684 2 0.526315789473684 0.900107136383632 0.901993070019706 0.5 0.5 0.95 0.944528033639288 0 0.82727704878939
"40" 2 0.526315789473684 2 0.526315789473684 0.884225774840434 0.886998214477119 0.5 0.5 0.95 0.933284931437119 0 0.808112560952349
"41" 2 0.526315789473684 2 0.526315789473684 0.861978393550845 0.865976426388937 0.5 0.5 0.95 0.918569053265314 0 0.780032191380037
"42" 2 0.526315789473684 2 0.526315789473684 0.876109516701903 0.877523561160253 0.5 0.5 0.95 0.931796576473293 0 0.793718516913542
"43" 2 0.526315789473684 2 0.526315789473684 0.884079440069627 0.884280135346699 0.5 0.5 0.95 0.940048807363409 0 0.809500647035171
"44" 2 0.526315789473684 2 0.526315789473684 0.899824907116904 0.900992922430684 0.5 0.5 0.95 0.93306468474277 0 0.826988867689799
"45" 2 0.526315789473684 2 0.526315789473684 0.882203074086385 0.882520558004971 0.5 0.5 0.95 0.92970350440601 0 0.81021637528615
