Firm;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004
MN;300417.406941603;300501.356871847;303130.433343418;298729.542995727;302213.267105351;310983.292050615;312781.678519288;319864.265550893;315275.089366043;319423.198622445;307911.765791406;314891.020370833;305758.435820269;310754.281773872;318254.535372941;367429.10020738;407653.211628163;418632.786240147;442502.03776891;437816.680058794;439013.789721343;444385.451591035;427363.473764406;411318.578784362;413807.882366016;372336.278329533;364061.8463894;374490.880879672;376994.122721027;391329.363674525;401826.632224644;411312.480740834;412950.301126234;404735.624573467;428757.294622425;411050.714292455;387856.755435806;410124.811060993;410945.740640545;413564.127397246;421596.761587792;400550.683493993;464720.871987872;354022.113940315;463277.051054913
MO;224065.214192788;226490.666173039;214021.176269653;217092.859024882;234382.257221149;233585.21688049;242805.795184636;244930.963095223;247381.988016044;258284.387509096;254142.762926863;251884.709134434;243707.718787381;234313.999863524;248860.320652274;268968.386839881;300387.067705316;303911.706803382;305825.788165864;282469.645338748;280334.465664689;268781.111695033;253817.777936471;249016.77554773;255115.591881971;234072.570495384;244125.843842836;249786.80225398;240670.119022304;224887.887063828;216564.496654912;212858.25085936;215831.921768227;229867.943317887;226259.716527699;232148.822083163;207438.408655419;225905.091504668;233730.735568735;233220.591416072;235964.442162292;218295.103533503;232600.243642219;193933.028590281;206601.536699993
MS;122233.798147503;123051.962871467;123885.924317235;127823.395140902;130523.20986578;135184.366231038;135249.601663078;134934.664960511;136674.399943637;136507.396061113;129435.026290023;135466.762327328;139575.822562573;133514.819538749;142182.272667061;135855.257541636;142382.437616792;138502.955829512;142500.040110464;134892.68279492;130836.287568706;122446.242310947;115254.364383796;117410.938366243;120696.563043783;107314.367509335;111645.876430822;109370.910314527;103152.379855317;104530.167714929;112993.541330037;119456.17293673;114504.136119651;118200.744996926;113883.80505459;131814.614517708;137293.449115834;152192.007060867;148793.874534333;158638.535796307;147939.643943813;144508.513925208;189556.770247404;137814.199978313;151874.231129406
MT;115394.942600719;117216.175686094;119806.516239293;121007.104268629;121024.412200417;121701.816998995;128025.024461324;129071.522208545;125577.928044318;126096.690134113;127025.621771367;123412.995404585;121369.870630651;125023.491651019;124985.630916136;142248.386034886;157220.596081614;158270.339464567;159095.500330546;152226.760374756;149790.049029854;147264.292342853;143070.20076178;143800.160800427;147342.727280019;133637.320534248;138884.63384325;142759.427357802;131666.20789497;131707.607066457;141239.180665353;138992.572435113;130651.198575279;124685.661423887;134887.267254094;141499.609809643;152667.384254825;134636.270937065;139711.639102818;151771.007218636;165707.024889147;141731.978408361;165730.6406072;124814.743486847;138265.177347439
NC;208768.601149947;218844.513997064;218787.452812575;232914.175116718;245997.834414502;250971.298556104;250250.109101884;254479.820404089;261783.58300608;254673.090841575;249288.944289309;245270.112518533;242105.189232455;240541.217815968;240469.234757476;229929.306804419;264514.789648094;265289.631856864;279377.885045457;272970.344364458;271619.147872958;247022.438692214;224034.309561943;212240.530464103;215323.492601028;191281.456574844;187284.98185205;194945.559453199;195796.563909774;197020.316794422;196532.195313119;196679.782102882;196675.576992317;219723.249465994;210113.19692008;232659.514764611;231795.986856472;255986.776413384;261105.537905695;254875.876042522;233327.531235742;223783.148621625;254902.022285977;191462.246425695;242821.962196435
ND;182299.711481861;184777.095191181;187626.125027704;186597.262824552;186443.726503781;188686.971669148;193285.150447939;198836.853360517;197311.608466409;204567.046674024;189391.9631899;192582.154690853;185175.051976025;189853.748517108;194652.924927333;237069.753831219;253331.127987359;247919.494405958;243383.489341171;239487.885612387;242135.227272727;239657.893862423;240694.832297384;238009.219196769;242198.117192761;218266.023875316;230881.996269608;227323.290568797;211288.871467811;197362.16606951;204692.349418869;203408.536972668;199133.777699116;184934.000383824;197704.618434862;199321.280515454;194384.059810591;205761.962240042;214158.706627736;200465.040095472;214704.671317763;207181.364024785;225241.796500996;205741.077267189;209852.326345843
NE;277367.958037041;278555.540182753;277536.612721856;281179.199701449;290540.887721788;300729.605102977;298825.770628812;303866.656006079;310500.403933146;316747.440656306;303894.713064799;303914.677996894;299828.211481786;289399.901647428;281687.209897056;389732.625986817;431433.181040879;451611.781398284;481595.475714854;456604.531776862;443490.372208439;430705.816895595;408865.555070976;404750.512537377;421398.476917969;383764.245474161;406653.607061393;424268.202794745;406080.765756275;381378.288195525;381140.729828082;385187.210772625;381456.568287324;356240.240209024;393600.147829843;394458.203494431;404106.797721209;428053.811816504;449408.723529598;429902.880342869;464365.103192901;464747.429611115;500562.006655217;419878.332366001;408617.466284406
NH;6791.47983799307;6478.69271170109;6340.93782598013;6146.33895179412;6019.64976649285;5871.7129755231;5686.32406750023;5756.47024919379;5847.76298451262;5754.64609088773;5743.41074178287;5603.64413218554;5477.85556377965;5954.04749545775;5915.30088932279;6458.98047480993;7878.49814770931;8773.91132117305;9157.66956958612;8403.6751005467;7734.50215996049;7089.92225278685;6308.93209638945;6095.57651949791;6185.82381883565;5495.18391925947;5616.37700609394;5996.2712217025;7112.60839205598;5737.70701979039;5492.85921173865;5358.92855092739;5004.35075211381;5264.25511443688;5422.45574057986;6122.19797125356;6119.8595523425;7156.69660848634;6484.29236553799;6788.79648708513;7223.81300206926;6877.0131820761;9211.78742532235;6483.76301294276;6941.82472743925
NJ;37025.4175955042;33808.2485804954;33791.4078288176;32581.5534205756;30448.3566700011;29993.6988802506;30574.079357679;28985.2947079862;27754.5518399221;26706.7152173982;27279.2311010868;26784.1852160013;26515.0354566363;27454.987891241;25225.769233242;27479.5461134802;32247.9744139475;34449.4893437849;35296.9743261887;32401.4145235494;29385.993566423;27105.7899676821;25931.8365196949;25294.783760719;26175.7029084456;23621.4625673968;23344.8389758268;26357.2613021399;25964.7498637233;25806.5057711612;24921.609476812;24380.4254646987;24241.1634083105;26168.3792561783;25079.1634686941;28003.1420969268;27259.3427207173;32614.2327920583;29918.2638210409;29111.9962954149;29147.3566616779;27634.5503630522;34985.1178637194;24872.9659444366;27429.110840544
NM;42891.0501011484;44792.0963657021;46671.4680465073;49070.1016490936;52793.8292455196;53676.1462744124;53875.1979338902;53744.9643333821;52803.2718740482;55231.6366626237;55229.1528521116;55344.8256271089;53273.7741477889;53451.0497263746;53693.9625580733;63556.7488159115;72978.7790897189;73849.236832937;76988.6547801564;72626.9737520499;66873.5384019804;61533.135982899;52776.2347473599;51765.3337022416;53484.3935451412;47481.0120700036;50569.3586682405;55248.0119909362;55037.1442545938;56030.3434246468;60068.4377114492;60540.0360371794;59210.0857211893;56699.7320761736;67907.389543173;75324.1892703605;85124.4711595526;71199.2199738015;73649.124883593;75160.5542377459;79850.5528752828;71617.2303301228;84681.2080944823;70310.0559791226;70069.8025371498
