Year;AL;AR;AZ;CA;CO;CT;DE;FL;GA;IA;ID;IL;IN;KS;KY;LA;MA;MD;ME;MI;MN;MO;MS;MT;NC;ND;NE;NH;NJ;NM;NV;NY;OH;OK;OR;PA;RI;SC;SD;TN;TX;UT;VA;VT;WA;WI;WV;WY
1994;0.886863411720176;1.5361885576064;0.385298322534344;3.60059807985651;1.17574523396261;0.0784284081891116;0.227866717911906;0.893105706609849;1.03450928312685;2.89255102389876;0.714563172699959;1.97808108328467;1.37664624429216;2.10083186597295;0.724546641857794;0.560214581190522;0.066746499677251;0.390815512515864;0.111574887868566;1.14327201126697;2.53029770022851;1.45368461010013;1.00307559926428;0.544359059794152;1.25284408141104;0.879160488212504;2.60586605422662;0.028977558554329;0.123223635437706;0.365598888647104;0.0881224700906873;0.783353813299134;1.12680775175496;1.11531724413736;0.519687674496605;0.990853489677608;0.00754806760079051;0.317016317106686;1.03920832002139;0.581870646216181;3.06436887098017;0.242617225284238;0.527658176225856;0.133562924045337;0.937960198453534;1.74991913684194;0.137416025978583;0.27770189506804
1995;0.972386313901331;1.47865994641672;0.433814253777459;4.0246846634914;1.230894569095;0.0784530252569542;0.230190463076865;0.976714404188964;1.17774925644553;2.80169303991916;0.770208214909274;1.83225483336419;1.32189476970658;2.26432598189537;0.81021033760388;0.54717782528809;0.0693621311339759;0.411399928559654;0.115235783510467;1.12572803476254;2.56892237006724;1.43719721262306;1.00849985200239;0.518957109389032;1.43406909845997;0.895531843797281;2.70171890607931;0.0298833941459592;0.132671993814099;0.371027636746071;0.0871038004140189;0.81260849015079;1.16008215665373;1.14948992321505;0.58393957326535;1.05829648167243;0.00725139014947787;0.375976464199079;1.03997448101551;0.665476176550267;3.66826738788839;0.254163379324019;0.585128254479447;0.133445420537618;1.03661539759554;1.76952020701799;0.150185345234201;0.256320019020219
1996;1,0000;1.45487892678348;0.42073854406942;3.86576719953074;1.24701513568582;0.0707269267015774;0.22442553349304;0.954207542468617;1.23479638939751;2.6356929295813;0.773673539060292;1.84560823752983;1.22419758873348;2.19937496582602;0.757039707868597;0.552715651156333;0.0654881483470385;0.380726574040247;0.107645943386249;1.03642511940936;2.44107464042386;1.4270475712299;1.04933705825855;0.528409614206041;1.46226174068049;0.884070476217653;2.5530152008199;0.0274893183436353;0.120246447623966;0.390737565670884;0.0881902337077836;0.716533037776967;1.04076341362352;1.04177222402934;0.557837499244933;0.982942734879708;0.00678971552649399;0.39210039776626;0.970506999784083;0.641680416899659;3.12441048982681;0.263406002379061;0.592234013191532;0.118523890034289;0.953148143472933;1.61207715131958;0.147523207508081;0.28570429094802
1997;1.02034343744768;1.29022127095142;0.439403260133515;4.26322818301109;1.22081234357491;0.0812267365268361;0.251573463329679;0.977677695741026;1.22821947543553;2.85244812249055;0.758144377044333;1.90013843853962;1.28981094677044;2.30701102693109;0.802288162427846;0.541849084797075;0.0712298985124559;0.428832987264461;0.115215270980304;1.09721101808044;2.78291512677161;1.51011778986159;1.1041740913749;0.574967969078676;1.66845978983991;0.909033457592784;2.72357735590867;0.0315553304928854;0.131574761070552;0.420483017501025;0.0934097629126804;0.829644922470138;1.04453822472416;1.20349663746684;0.612585197582968;1.07609704938893;0.00665252092238619;0.410478924067167;1.0468014087432;0.667182344854019;3.45511334556821;0.259158831711104;0.667694005177765;0.1352950406777;1.01582709166781;1.80296815534914;0.170127296044367;0.294985018375982
1998;1.04971308204114;1.40720726130481;0.484338643388929;4.42285763874926;1.23457971618112;0.0798204400506147;0.274683972201237;1.00586919649637;1.31560675894945;3.08813010670413;0.87682625029369;1.97072792128119;1.38672097568434;2.47067800723488;0.989195485679453;0.586153768525308;0.0708090040082969;0.436316629012085;0.120508117851524;1.08581024698719;2.85020955684526;1.58966224946736;1.16213820299111;0.607854439207742;1.77496920389423;0.978580059480768;2.99261680134074;0.0305724506355843;0.132526947827341;0.429253610078981;0.0978330040391352;0.877397113903824;1.19401982895855;1.16649278311584;0.607047514523269;1.11516968100719;0.00721619374336507;0.421516746352552;1.24013743187747;0.748302685763366;3.3982228369533;0.281757058807839;0.702951788452423;0.14162262284369;1.03073198563437;1.82982670651273;0.181982304348221;0.292070888514093
1999;1.06064512895682;1.4957235828032;0.475402745355148;4.7520100362113;1.26552202218685;0.0769080764259909;0.272734770400975;0.970281522783018;1.31951232159703;3.24341830001424;0.847602252437393;1.99984092086409;1.40078479433444;2.61633453754791;0.904160732964894;0.588052050684936;0.0637922031967101;0.431722073027984;0.118441304866707;1.1149052985486;2.81730140887279;1.58513203212131;1.20599190027865;0.58647233279149;1.76458032553292;0.94666939542678;3.13702269416399;0.0295982145455241;0.128789831879295;0.42301854920359;0.0935327324145878;0.858636387419876;1.1869682300935;1.21726105736829;0.614534804630726;1.05892545841331;0.00676448586205923;0.395007296377285;1.28869659873986;0.742496162326001;3.4960127448682;0.274912702999427;0.693586960787491;0.14167601790648;1.00294430977287;1.87997069618777;0.16582511587506;0.286858229010461
2000;0.990246648149313;1.35361907918723;0.498454903367991;4.60740334371754;1.3234887389051;0.0753362073856466;0.270660489707124;0.940897833579127;1.19711888581618;3.27199800402993;0.795304801762288;1.97159997677146;1.38537381908068;2.5709597180954;0.924926977023874;0.551843725959157;0.0641876079585404;0.400281390091696;0.106985718978692;1.14610784574711;2.95350420533128;1.5747711633037;1.08582631157458;0.579350046882661;1.72181226120773;1.01815895130933;2.96936455716242;0.0285983302171656;0.128228213370073;0.454978892594281;0.100750599256408;0.809318636135293;1.15659408196615;1.15094441217998;0.633899025950531;1.05567677411457;0.00671779555004429;0.389208676604023;1.29786615675827;0.742375939136952;3.45235546243523;0.285111105086557;0.654602873570674;0.13095011686274;1.00082083481127;1.93052391225796;0.152469804442641;0.292027099425834
2001;0.999727661544681;1.3420461686983;0.47616969315604;4.53919843860569;1.11837826415358;0.0752107669907314;0.2675977740931;0.856059195915811;1.17161120792113;3.14161918788577;0.753851997691886;2.02426891163023;1.39552040402905;2.43031135276132;0.868106602655815;0.563858083885264;0.0631464713536997;0.401032930693501;0.105593724340317;1.15797631407822;2.92667018912828;1.56804605467279;1.16869945793453;0.510614489779696;1.63357021514007;1.04184223200377;2.89724130285965;0.0288688836031151;0.133230816838459;0.405480272714083;0.0918502307579099;0.849653871397237;1.18909798516351;1.04675745445076;0.638654273840145;1.11390521067625;0.00685121727922146;0.382223894740056;1.27669713967448;0.726727104506367;3.35283043994709;0.254477839975348;0.631938344862711;0.130764404902545;0.96077643156996;1.92319960091326;0.151305345117073;0.255798200564874
2002;0.968005262050788;1.31269824514502;0.537616115302297;4.75068817772963;1.21694663491478;0.0900534958273031;0.211170922268305;0.864443862291612;1.14854277007232;3.13247806349072;0.939598459971075;1.95650154882589;1.25827780318498;2.42076330403408;1.02987671105261;0.561206343605496;0.071430957790592;0.35450657788781;0.121272391516673;1.06507180587702;2.69537261151764;1.52811904830043;1.13981245023184;0.561340230899755;1.79323634764244;1.01649746309987;2.86972287018657;0.0316128658950037;0.162576783292427;0.411398592373295;0.0977824212334006;0.929743793906787;1.08111364755661;0.967032509635061;0.614169307766874;1.06713807670061;0.00836071186096418;0.411587503049935;1.18845626524912;0.812043314714218;2.99836059806444;0.282969510068756;0.666129784400886;0.142783063100096;0.978071422328214;1.72351234619855;0.152127230110967;0.249885641774405
2003;0.946125750861773;1.31809091620799;0.545570451474237;4.27159348533907;1.25882317090226;0.0843918095488551;0.190279302235989;0.972359636791955;1.19307184035407;3.4104966830581;0.907051197760443;2.0449768051298;1.28104319643063;2.63278242132908;1.05399558974589;0.574101668130478;0.061173732067012;0.323546202948067;0.111304280368655;1.09115477461723;2.7118117104411;1.51726682957661;1.26386337205812;0.52787664411891;1.97384756885765;0.984468698415428;3.01863167040524;0.0288432733643107;0.145087274034417;0.438011732503691;0.0982270182914805;0.815979083507876;1.21143228347207;1.17242028833459;0.585004102029919;0.974900307003594;0.00765303362450792;0.421348432536627;1.22230899268541;0.786807267466541;3.63897801867904;0.297693266547957;0.647406778096665;0.126546478752626;0.84075388090225;1.58259244759035;0.147644288277001;0.285890950088576
2004;0.983578274586881;1.34590887027156;0.451189416242183;4.26397403826521;1.18278271290197;0.0697762072520926;0.224932962599207;0.911780617584869;1.22523104584481;3.34812356344908;0.77559544805054;1.91318674101975;1.29060363859889;2.50540453813888;1.09587162326679;0.554471945560306;0.0567061980501575;0.350031801663203;0.0975915837797716;1.08998863365914;2.68944079219357;1.47350265289589;1.18084963057424;0.441852490056055;2.03423371411654;1.03837246187826;3.02037948596623;0.0263406041716088;0.123227461782863;0.433731128075316;0.0847189482320495;0.7633522865678;1.27560575474409;1.27815672290987;0.473145793745735;1.00233487883484;0.00649403795201587;0.451428310100587;1.32334464119848;0.842288931691726;3.59980503758376;0.259382325082031;0.746768917428478;0.116082699656254;0.874707889172419;1.78787573229289;0.153395128062452;0.274824393428612
